track_uri,track_name,album,artist_name,track_pop,year,language,link
spotify:track:32vlbszPBrCSOXNRI7LB07,Na To Caravan Ki Talash Hai,Barsaat Ki Raat (Original Motion Picture Soundtrack),Manna Dey,15,1960,hindi,https://open.spotify.com/track/spotify:track:32vlbszPBrCSOXNRI7LB07?si=b0d970dc39ca4da1&nd=1
spotify:track:2c53oUQg4rmXUMJB5zIB8M,Roop Tera Mastana,Aradhana (Original Motion Picture Soundtrack),Kishore Kumar,26,1960,hindi,https://open.spotify.com/track/spotify:track:2c53oUQg4rmXUMJB5zIB8M?si=b0d970dc39ca4da1&nd=1
spotify:track:3MjsitEy0OsYAtFzXpq9HF,"Rimjhim Ke Tarane Leke Aai Barsaat, Pt. 1",Kala Bazar (Original Motion Picture Soundtrack),Geeta Dutt,10,1960,hindi,https://open.spotify.com/track/spotify:track:3MjsitEy0OsYAtFzXpq9HF?si=b0d970dc39ca4da1&nd=1
spotify:track:4Sr0hSNIzvdkdIhC2tJQk7,Aaj Ki Raat,Dharmputra (Original Motion Picture Soundtrack),Mahendra Kapoor,4,1960,hindi,https://open.spotify.com/track/spotify:track:4Sr0hSNIzvdkdIhC2tJQk7?si=b0d970dc39ca4da1&nd=1
spotify:track:6FQSbXPFzdiqgJZU75Hesq,Aage Bhi Jane Na Tu,Waqt (Original Motion Picture Soundtrack),Asha Bhosle,25,1960,hindi,https://open.spotify.com/track/spotify:track:6FQSbXPFzdiqgJZU75Hesq?si=b0d970dc39ca4da1&nd=1
spotify:track:48hi2l73TBoCKeJPCsOEVb,Hansta Hua Noorani Chehra,Parasmani,Lata Mangeshkar,37,1960,hindi,https://open.spotify.com/track/spotify:track:48hi2l73TBoCKeJPCsOEVb?si=b0d970dc39ca4da1&nd=1
spotify:track:60DZelvxITbcFR68fP8FDN,Naina Barse Rimjhim Rimjhim,Woh Kaun Thi,Lata Mangeshkar,34,1960,hindi,https://open.spotify.com/track/spotify:track:60DZelvxITbcFR68fP8FDN?si=b0d970dc39ca4da1&nd=1
spotify:track:03Vs6b3jee5YNsJhNKwzej,Aawaz Deke Humen Tum Bulao,Professor,Lata Mangeshkar,34,1960,hindi,https://open.spotify.com/track/spotify:track:03Vs6b3jee5YNsJhNKwzej?si=b0d970dc39ca4da1&nd=1
spotify:track:0zWmf9chxuTWOsLtFnGkyE,Mohe Panghat Pe,Mughal-E-Azam,Lata Mangeshkar,33,1960,hindi,https://open.spotify.com/track/spotify:track:0zWmf9chxuTWOsLtFnGkyE?si=b0d970dc39ca4da1&nd=1
spotify:track:0ODdWvbS9CL8JiBGnIkhVo,Tere Ghar Ke Samne,Tere Ghar Ke Samne,Lata Mangeshkar,33,1960,hindi,https://open.spotify.com/track/spotify:track:0ODdWvbS9CL8JiBGnIkhVo?si=b0d970dc39ca4da1&nd=1
spotify:track:3jtcSXIONWFoyRXGOlmnR2,Kahin Deep Jale Kahin Dil,Bees Saal Baad,Lata Mangeshkar,33,1960,hindi,https://open.spotify.com/track/spotify:track:3jtcSXIONWFoyRXGOlmnR2?si=b0d970dc39ca4da1&nd=1
spotify:track:13PU9HQ0yMYGjmZ9SM8LIm,Dil Tera Diwana Hai Sanam,Dil Tera Deewana,Lata Mangeshkar,33,1960,hindi,https://open.spotify.com/track/spotify:track:13PU9HQ0yMYGjmZ9SM8LIm?si=b0d970dc39ca4da1&nd=1
spotify:track:1O5qA3XSUP6Kxn0eeSJls4,Ajib Dastan Hai Yeh,Dil Apna Aur Preet Parai (Original Motion Picture Soundtrack),Lata Mangeshkar,32,1960,hindi,https://open.spotify.com/track/spotify:track:1O5qA3XSUP6Kxn0eeSJls4?si=b0d970dc39ca4da1&nd=1
spotify:track:2TOXCqdsGqHt8oRuDkJBCW,Aaja Aai Bahar,Raj Kumar,Lata Mangeshkar,29,1960,hindi,https://open.spotify.com/track/spotify:track:2TOXCqdsGqHt8oRuDkJBCW?si=b0d970dc39ca4da1&nd=1
spotify:track:1E7rJS3Baxju0Ja3tgbky4,Pathar Ke Sanam,Patthar Ke Sanam (Original Motion Picture Soundtrack),Mohammed Rafi,28,1960,hindi,https://open.spotify.com/track/spotify:track:1E7rJS3Baxju0Ja3tgbky4?si=b0d970dc39ca4da1&nd=1
spotify:track:6u5CSldnNwH0n9uwUUQfeX,Lakhon Hain Nigahon Mein,Phir Wohi Dil Laya Hoon,Mohammed Rafi,27,1960,hindi,https://open.spotify.com/track/spotify:track:6u5CSldnNwH0n9uwUUQfeX?si=b0d970dc39ca4da1&nd=1
spotify:track:6292esQMYLUxgqblWDuLsC,Paon Chhoo Lene Do Phoolon Ko,Taj Mahal,Lata Mangeshkar,27,1960,hindi,https://open.spotify.com/track/spotify:track:6292esQMYLUxgqblWDuLsC?si=b0d970dc39ca4da1&nd=1
spotify:track:6N12SHXC7UJmUQVM6SjlUE,Nainon Mein Badra Chhaye,Mera Saaya,Lata Mangeshkar,27,1960,hindi,https://open.spotify.com/track/spotify:track:6N12SHXC7UJmUQVM6SjlUE?si=b0d970dc39ca4da1&nd=1
spotify:track:7AqxT1BkVGKAIodVXLv5OH,Jaan Pehchan Ho,Gumnaam (Original Motion Picture Soundtrack),Mohammed Rafi,27,1960,hindi,https://open.spotify.com/track/spotify:track:7AqxT1BkVGKAIodVXLv5OH?si=b0d970dc39ca4da1&nd=1
spotify:track:082y8T46nfQWNBuVZmaXQP,Pankh Hote To Ud Aati,Sehra,Lata Mangeshkar,26,1960,hindi,https://open.spotify.com/track/spotify:track:082y8T46nfQWNBuVZmaXQP?si=b0d970dc39ca4da1&nd=1
spotify:track:4BYqrJOmrpq4ZZRRYZyHkO,Tumne Kisi Ki Jaan Ko,Raj Kumar,Mohammed Rafi,26,1960,hindi,https://open.spotify.com/track/spotify:track:4BYqrJOmrpq4ZZRRYZyHkO?si=b0d970dc39ca4da1&nd=1
spotify:track:30qcb1mwt3K51mx1uZClwj,Chand Raat Tum Ho Saath,Half Ticket,Lata Mangeshkar,26,1960,hindi,https://open.spotify.com/track/spotify:track:30qcb1mwt3K51mx1uZClwj?si=b0d970dc39ca4da1&nd=1
spotify:track:1XS996vY5m20pTjU99UI6Z,Mere Mehboob Tujhe Meri Muhabbat,Mere Mehboob,Mohammed Rafi,25,1960,hindi,https://open.spotify.com/track/spotify:track:1XS996vY5m20pTjU99UI6Z?si=b0d970dc39ca4da1&nd=1
spotify:track:0SjsmiVrSm2YClkKkMGg1o,Main Chali Main Chali,Padosan (Original Motion Picture Soundtrack),Lata Mangeshkar,25,1960,hindi,https://open.spotify.com/track/spotify:track:0SjsmiVrSm2YClkKkMGg1o?si=b0d970dc39ca4da1&nd=1
spotify:track:2Ppw8Ka61WtM2F1ppF5Dwc,Govinda Aala Re Aala,Bluff Master,Mohammed Rafi,24,1960,hindi,https://open.spotify.com/track/spotify:track:2Ppw8Ka61WtM2F1ppF5Dwc?si=b0d970dc39ca4da1&nd=1
spotify:track:3q63dkW8JjC5W4wEF3CaiY,Ruk Ja Raat,Dil Ek Mandir,Lata Mangeshkar,24,1960,hindi,https://open.spotify.com/track/spotify:track:3q63dkW8JjC5W4wEF3CaiY?si=b0d970dc39ca4da1&nd=1
spotify:track:1XYJHPrROELfAecWedkhCe,O Mere Sona Re Sona,Teesri Manzil (Original Motion Picture Soundtrack),Asha Bhosle,24,1960,hindi,https://open.spotify.com/track/spotify:track:1XYJHPrROELfAecWedkhCe?si=b0d970dc39ca4da1&nd=1
spotify:track:56uBWbsLwEznt8QWbI4w3V,Gumnaam Hai Koi Badnaam Hai Koi,Gumnaam (Original Motion Picture Soundtrack),Lata Mangeshkar,24,1960,hindi,https://open.spotify.com/track/spotify:track:56uBWbsLwEznt8QWbI4w3V?si=b0d970dc39ca4da1&nd=1
spotify:track:5DPviZDWPu6ctpGkYsLNwX,Jab Pyar Kisi Se Hota Hai - Mohdrafi,Jab Pyar Kisi Se Hota Hai,Mohammed Rafi,24,1960,hindi,https://open.spotify.com/track/spotify:track:5DPviZDWPu6ctpGkYsLNwX?si=b0d970dc39ca4da1&nd=1
spotify:track:6xIpQKn49z3BeIzXGPCdwe,Ek Chatur Naar Karke Sringar,Padosan (Original Motion Picture Soundtrack),Kishore Kumar,24,1960,hindi,https://open.spotify.com/track/spotify:track:6xIpQKn49z3BeIzXGPCdwe?si=b0d970dc39ca4da1&nd=1
spotify:track:5mFZIAChJopXl03hzSKGZJ,Mere Sapnon Ki Rani,Aradhana (Original Motion Picture Soundtrack),Kishore Kumar,23,1960,hindi,https://open.spotify.com/track/spotify:track:5mFZIAChJopXl03hzSKGZJ?si=b0d970dc39ca4da1&nd=1
spotify:track:03U6Sc3hXUyhrZeDe0ONTl,Khuli Palak Mein Jhoota Gussa,Professor,Mohammed Rafi,23,1960,hindi,https://open.spotify.com/track/spotify:track:03U6Sc3hXUyhrZeDe0ONTl?si=b0d970dc39ca4da1&nd=1
spotify:track:7zHfLxQSiGdDPy9yDFiePT,Lakhon Tare Aasman Per,Hariyali Aur Rasta,Lata Mangeshkar,22,1960,hindi,https://open.spotify.com/track/spotify:track:7zHfLxQSiGdDPy9yDFiePT?si=b0d970dc39ca4da1&nd=1
spotify:track:5y1lp6YObOD1dAjj9Qdb0K,Ye Samaa Samaa Hai Pyar Ka,Jab Jab Phool Khile (Original Motion Picture Soundtrack),Lata Mangeshkar,22,1960,hindi,https://open.spotify.com/track/spotify:track:5y1lp6YObOD1dAjj9Qdb0K?si=b0d970dc39ca4da1&nd=1
spotify:track:5w6zYTHvr5XSouVMefJ2RI,Aake Seedhi Lage Dil Pe Jaise,Half Ticket,Kishore Kumar,22,1960,hindi,https://open.spotify.com/track/spotify:track:5w6zYTHvr5XSouVMefJ2RI?si=b0d970dc39ca4da1&nd=1
spotify:track:06LtO6ogcuQktXe0pQghdh,Aji Rooth Kar Ab Kahan Jaiyega,Arzoo (Original Motion Picture Soundtrack),Lata Mangeshkar,22,1960,hindi,https://open.spotify.com/track/spotify:track:06LtO6ogcuQktXe0pQghdh?si=b0d970dc39ca4da1&nd=1
spotify:track:2JelpfYzD73iLuKBygllvX,O Sajna Barkha Bahar Aayi,Parakh (Original Motion Picture Soundtrack),Lata Mangeshkar,22,1960,hindi,https://open.spotify.com/track/spotify:track:2JelpfYzD73iLuKBygllvX?si=b0d970dc39ca4da1&nd=1
spotify:track:4aAJROJ0LtJD9h2Ol6pOgv,Yaad Men Teri Jaag Jaag Ke Hum,Mere Mehboob,Lata Mangeshkar,21,1960,hindi,https://open.spotify.com/track/spotify:track:4aAJROJ0LtJD9h2Ol6pOgv?si=b0d970dc39ca4da1&nd=1
spotify:track:5PA6sNZtSjyG7uwgs68Tz7,Tumko Hamari Umar Lag Jaye,Ayee Milan Ki Bela,Lata Mangeshkar,21,1960,hindi,https://open.spotify.com/track/spotify:track:5PA6sNZtSjyG7uwgs68Tz7?si=b0d970dc39ca4da1&nd=1
spotify:track:3hYK9VisrrkT6ctDcHdu3e,Aaja Aaja Main Hoon Pyar Tera,Teesri Manzil (Original Motion Picture Soundtrack),Asha Bhosle,21,1960,hindi,https://open.spotify.com/track/spotify:track:3hYK9VisrrkT6ctDcHdu3e?si=b0d970dc39ca4da1&nd=1
spotify:track:6J6bATXKjC5swiSv3wK2FO,Hai Duniya Usiki Zamana Usika,Kashmir Ki Kali (Original Motion Picture Soundtrack),Mohammed Rafi,20,1960,hindi,https://open.spotify.com/track/spotify:track:6J6bATXKjC5swiSv3wK2FO?si=b0d970dc39ca4da1&nd=1
spotify:track:46pu1HnR2slqFxTEaaf6Rf,Raat Ka Sama Jhoome Chandrama,Ziddi,Lata Mangeshkar,20,1960,hindi,https://open.spotify.com/track/spotify:track:46pu1HnR2slqFxTEaaf6Rf?si=b0d970dc39ca4da1&nd=1
spotify:track:3tXmVOSSEIQpF9AHV7kOYC,Rula Ke Gaya,Jewel Thief (Original Motion Picture Soundtrack),Lata Mangeshkar,19,1960,hindi,https://open.spotify.com/track/spotify:track:3tXmVOSSEIQpF9AHV7kOYC?si=b0d970dc39ca4da1&nd=1
spotify:track:2UqMmlbttOi14NINtdDDbK,Baghon Mein Bahar Hai,Aradhana (Original Motion Picture Soundtrack),Lata Mangeshkar,19,1960,hindi,https://open.spotify.com/track/spotify:track:2UqMmlbttOi14NINtdDDbK?si=b0d970dc39ca4da1&nd=1
spotify:track:3P0QoB90E5EF0wKabKeYjo,Ae Phoolon Ki Rani,Arzoo (Original Motion Picture Soundtrack),Mohammed Rafi,18,1960,hindi,https://open.spotify.com/track/spotify:track:3P0QoB90E5EF0wKabKeYjo?si=b0d970dc39ca4da1&nd=1
spotify:track:64hNcjAFDYbM9dBVpZ3Sdc,Taarif Karoon Kya Uski,Kashmir Ki Kali (Original Motion Picture Soundtrack),Mohammed Rafi,18,1960,hindi,https://open.spotify.com/track/spotify:track:64hNcjAFDYbM9dBVpZ3Sdc?si=b0d970dc39ca4da1&nd=1
spotify:track:3KJC2ViXdra1hMZH3lysGo,O Mehbooba,Sangam (Original Motion Picture Soundtrack),Mukesh,18,1960,hindi,https://open.spotify.com/track/spotify:track:3KJC2ViXdra1hMZH3lysGo?si=b0d970dc39ca4da1&nd=1
spotify:track:3P4PWapqyGglDdXD4fMukT,Main Pyar Ka Rahi Hoon,Ek Musafir Ek Hasina,Asha Bhosle,18,1960,hindi,https://open.spotify.com/track/spotify:track:3P4PWapqyGglDdXD4fMukT?si=b0d970dc39ca4da1&nd=1
spotify:track:4so9JgcGs2o2YMnb4jqUWU,O Haseena Zulfonwale Jane Jahan,Teesri Manzil (Original Motion Picture Soundtrack),Asha Bhosle,18,1960,hindi,https://open.spotify.com/track/spotify:track:4so9JgcGs2o2YMnb4jqUWU?si=b0d970dc39ca4da1&nd=1
spotify:track:5aQI4ez1rfUBP3YuOCZptr,Ooi Maa Ooi Maa Yeh Kya Ho Gaya,Parasmani,Lata Mangeshkar,18,1960,hindi,https://open.spotify.com/track/spotify:track:5aQI4ez1rfUBP3YuOCZptr?si=b0d970dc39ca4da1&nd=1
spotify:track:6Dhjz8x2A8gpWNzcfOEkD1,Main Chali Main Chali,Professor,Lata Mangeshkar,17,1960,hindi,https://open.spotify.com/track/spotify:track:6Dhjz8x2A8gpWNzcfOEkD1?si=b0d970dc39ca4da1&nd=1
spotify:track:3uWZz1Cg1HWSaRzAiyWare,Banda Parwar - Phir Wohi Dil Laya Hoon,Phir Wohi Dil Laya Hoon,Mohammed Rafi,17,1960,hindi,https://open.spotify.com/track/spotify:track:3uWZz1Cg1HWSaRzAiyWare?si=b0d970dc39ca4da1&nd=1
spotify:track:6xEH9i5qiz1c3SeqKR3O6N,Khoobsurat Hasina Jane Ja,Mr. X In Bombay,Kishore Kumar,17,1960,hindi,https://open.spotify.com/track/spotify:track:6xEH9i5qiz1c3SeqKR3O6N?si=b0d970dc39ca4da1&nd=1
spotify:track:7wksNCVhdT1P9rxpCygpyE,Dil Hi To Hai,Dil Hi To Hai,Mukesh,17,1960,hindi,https://open.spotify.com/track/spotify:track:7wksNCVhdT1P9rxpCygpyE?si=b0d970dc39ca4da1&nd=1
spotify:track:5DdBXZMN2yYNNKYZzacnl4,Subhanallah Haseen Chehra,Kashmir Ki Kali (Original Motion Picture Soundtrack),Mohammed Rafi,16,1960,hindi,https://open.spotify.com/track/spotify:track:5DdBXZMN2yYNNKYZzacnl4?si=b0d970dc39ca4da1&nd=1
spotify:track:1PZ3IgYrcoLFCT6iRJM5ua,Chheda Mera Dil Ne Tarana,Asli Naqli,Mohammed Rafi,16,1960,hindi,https://open.spotify.com/track/spotify:track:1PZ3IgYrcoLFCT6iRJM5ua?si=b0d970dc39ca4da1&nd=1
spotify:track:0tp5PY1HE5yYjuB7KwmFDA,Meri Dosti Mera Pyar,Dosti (Original Motion Picture Soundtrack),Mohammed Rafi,16,1960,hindi,https://open.spotify.com/track/spotify:track:0tp5PY1HE5yYjuB7KwmFDA?si=b0d970dc39ca4da1&nd=1
spotify:track:1fTJIGK6BkARUxrqk9EzrJ,Zindagi Bhar Nahi Bhoolegi,Barsaat Ki Raat (Original Motion Picture Soundtrack),Mohammed Rafi,16,1960,hindi,https://open.spotify.com/track/spotify:track:1fTJIGK6BkARUxrqk9EzrJ?si=b0d970dc39ca4da1&nd=1
spotify:track:03MnAmVCHN5RL6LQQ1LIpc,Nazar Bachakar Chale Gaye Woh,Dil Tera Deewana,Mohammed Rafi,15,1960,hindi,https://open.spotify.com/track/spotify:track:03MnAmVCHN5RL6LQQ1LIpc?si=b0d970dc39ca4da1&nd=1
spotify:track:7bUQ9UQWEfnZfSOJUW69x9,Tere Khayalon Mein Ham,Geet Gaaya Patharon Ne,Asha Bhosle,15,1960,hindi,https://open.spotify.com/track/spotify:track:7bUQ9UQWEfnZfSOJUW69x9?si=b0d970dc39ca4da1&nd=1
spotify:track:1LlrXkPusXwzkRNcGMjiLK,Aaha Rim Jhim Ke Ye Pyare Pyare,Usne Kaha Tha,Lata Mangeshkar,15,1960,hindi,https://open.spotify.com/track/spotify:track:1LlrXkPusXwzkRNcGMjiLK?si=b0d970dc39ca4da1&nd=1
spotify:track:3m7V717IKZqZLW5qUIOxdD,Hey Jude - Remastered 2009,The Beatles 1967 - 1970 (Remastered),The Beatles,58,1960,english,https://open.spotify.com/track/spotify:track:3m7V717IKZqZLW5qUIOxdD?si=b0d970dc39ca4da1&nd=1
spotify:track:4Y4Gd3ty8uut6Qw43c7yJc,(Sittin' On) the Dock of the Bay,The Dock of the Bay,Otis Redding,59,1960,english,https://open.spotify.com/track/spotify:track:4Y4Gd3ty8uut6Qw43c7yJc?si=b0d970dc39ca4da1&nd=1
spotify:track:077PiyK3YgRlnlwhtAUBp7,California Dreamin' - Single Version,Gold,The Mamas & The Papas,0,1960,english,https://open.spotify.com/track/spotify:track:077PiyK3YgRlnlwhtAUBp7?si=b0d970dc39ca4da1&nd=1
spotify:track:3xsOtNxtBW0oTI1OWKAzTm,Walk on By,Make Way for Dionne Warwick,Dionne Warwick,64,1960,english,https://open.spotify.com/track/spotify:track:3xsOtNxtBW0oTI1OWKAzTm?si=b0d970dc39ca4da1&nd=1
spotify:track:3v9xlH6BpmRbqL7hgNJhfT,I Get Around (Mono),All Summer Long (Mono & Stereo),The Beach Boys,66,1960,english,https://open.spotify.com/track/spotify:track:3v9xlH6BpmRbqL7hgNJhfT?si=b0d970dc39ca4da1&nd=1
spotify:track:48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman","Oh, Pretty Woman",Roy Orbison,80,1960,english,https://open.spotify.com/track/spotify:track:48i055G1OT5KxGGftwFxWy?si=b0d970dc39ca4da1&nd=1
spotify:track:7pQAq14Z73YUFMtxCyt0bG,Can't Buy Me Love - Remastered 2015,1 (Remastered),The Beatles,0,1960,english,https://open.spotify.com/track/spotify:track:7pQAq14Z73YUFMtxCyt0bG?si=b0d970dc39ca4da1&nd=1
spotify:track:7jmHyHMEqm9MJWiMAneF05,Stand By Me,Don't Play That Song,Ben E. King,76,1960,english,https://open.spotify.com/track/spotify:track:7jmHyHMEqm9MJWiMAneF05?si=b0d970dc39ca4da1&nd=1
spotify:track:4JLcAU2xY90qTkTSNM1lUa,Bang Bang (My Baby Shot Me Down),How Does That Grab You?,Nancy Sinatra,66,1960,english,https://open.spotify.com/track/spotify:track:4JLcAU2xY90qTkTSNM1lUa?si=b0d970dc39ca4da1&nd=1
spotify:track:2HoqbEOXgbDSLZ5XCePEXt,Hit the Road Jack,Soul,Ray Charles,68,1960,english,https://open.spotify.com/track/spotify:track:2HoqbEOXgbDSLZ5XCePEXt?si=b0d970dc39ca4da1&nd=1
spotify:track:5uES1C2NgkdrNHiCwf9jRr,Baby Love,Where Did Our Love Go,The Supremes,69,1960,english,https://open.spotify.com/track/spotify:track:5uES1C2NgkdrNHiCwf9jRr?si=b0d970dc39ca4da1&nd=1
spotify:track:3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Blowin' Your Mind!,Van Morrison,86,1960,english,https://open.spotify.com/track/spotify:track:3yrSvpt2l1xhsV9Em88Pul?si=b0d970dc39ca4da1&nd=1
spotify:track:20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,Green River (Expanded Edition),Creedence Clearwater Revival,83,1960,english,https://open.spotify.com/track/spotify:track:20OFwXhEXf12DzwXmaV7fj?si=b0d970dc39ca4da1&nd=1
spotify:track:0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Bookends,Simon & Garfunkel,79,1960,english,https://open.spotify.com/track/spotify:track:0iOZM63lendWRTTeKhZBSC?si=b0d970dc39ca4da1&nd=1
spotify:track:1WN4uNclrDuczTO3bCr8s1,Be My Baby,Presenting the Fabulous Ronettes Featuring Veronica,The Ronettes,79,1960,english,https://open.spotify.com/track/spotify:track:1WN4uNclrDuczTO3bCr8s1?si=b0d970dc39ca4da1&nd=1
spotify:track:5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,Please Please Me (Remastered),The Beatles,78,1960,english,https://open.spotify.com/track/spotify:track:5ZBeML7Lf3FMEVviTyvi8l?si=b0d970dc39ca4da1&nd=1
spotify:track:1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,Buffalo Springfield,78,1960,english,https://open.spotify.com/track/spotify:track:1qRA5BS78u3gME0loMl9AA?si=b0d970dc39ca4da1&nd=1
spotify:track:1Jmqubf9kGkWeYQXQKImL5,People Are Strange,Strange Days,The Doors,76,1960,english,https://open.spotify.com/track/spotify:track:1Jmqubf9kGkWeYQXQKImL5?si=b0d970dc39ca4da1&nd=1
spotify:track:6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,Let It Bleed,The Rolling Stones,76,1960,english,https://open.spotify.com/track/spotify:track:6H3kDe7CGoWYBabAeVWGiD?si=b0d970dc39ca4da1&nd=1
spotify:track:4feXcsElKIVsGwkbnTHAfV,Somethin' Stupid,The World We Knew,Frank Sinatra,76,1960,english,https://open.spotify.com/track/spotify:track:4feXcsElKIVsGwkbnTHAfV?si=b0d970dc39ca4da1&nd=1
spotify:track:1JO1xLtVc8mWhIoE3YaCL0,Happy Together,Happy Together,The Turtles,76,1960,english,https://open.spotify.com/track/spotify:track:1JO1xLtVc8mWhIoE3YaCL0?si=b0d970dc39ca4da1&nd=1
spotify:track:5y788ya4NvwhBznoDIcXwK,The Sound of Silence - Acoustic Version,"Wednesday Morning, 3 A.M.",Simon & Garfunkel,77,1960,english,https://open.spotify.com/track/spotify:track:5y788ya4NvwhBznoDIcXwK?si=b0d970dc39ca4da1&nd=1
spotify:track:7s25THrKz86DM225dOYwnr,Respect,I Never Loved a Man the Way I Love You,Aretha Franklin,75,1960,english,https://open.spotify.com/track/spotify:track:7s25THrKz86DM225dOYwnr?si=b0d970dc39ca4da1&nd=1
spotify:track:1kPBT8S2wJFNAyBMnGVZgL,I'd Rather Go Blind,Tell Mama,Etta James,74,1960,english,https://open.spotify.com/track/spotify:track:1kPBT8S2wJFNAyBMnGVZgL?si=b0d970dc39ca4da1&nd=1
spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer - 2006 Remaster,More of The Monkees (Deluxe Edition),The Monkees,74,1960,english,https://open.spotify.com/track/spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2?si=b0d970dc39ca4da1&nd=1
spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,Surfin' U.S.A. - Remastered 2001,Surfin' USA (Remastered),The Beach Boys,74,1960,english,https://open.spotify.com/track/spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b?si=b0d970dc39ca4da1&nd=1
spotify:track:0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin II (1994 Remaster),Led Zeppelin,74,1960,english,https://open.spotify.com/track/spotify:track:0hCB0YR03f6AmQaHbwWDe8?si=b0d970dc39ca4da1&nd=1
spotify:track:6ToM0uwxtPKo9CMpbPGYvM,Break on Through (To the Other Side),The Doors,The Doors,75,1960,english,https://open.spotify.com/track/spotify:track:6ToM0uwxtPKo9CMpbPGYvM?si=b0d970dc39ca4da1&nd=1
spotify:track:0bfvHnWWOeU1U5XeKyVLbW,Can't Take My Eyes off You,Solo,Frankie Valli,73,1960,english,https://open.spotify.com/track/spotify:track:0bfvHnWWOeU1U5XeKyVLbW?si=b0d970dc39ca4da1&nd=1
spotify:track:3MtP9T0WF4xbIo8vqHYeXM,Spooky,Dusty... Definitely,Dusty Springfield,73,1960,english,https://open.spotify.com/track/spotify:track:3MtP9T0WF4xbIo8vqHYeXM?si=b0d970dc39ca4da1&nd=1
spotify:track:4kP69y3GKHi9tXckfgp4bK,For Once In My Life,For Once In My Life,Stevie Wonder,73,1960,english,https://open.spotify.com/track/spotify:track:4kP69y3GKHi9tXckfgp4bK?si=b0d970dc39ca4da1&nd=1
spotify:track:63OFKbMaZSDZ4wtesuuq6f,Born To Be Wild,Steppenwolf,Steppenwolf,72,1960,english,https://open.spotify.com/track/spotify:track:63OFKbMaZSDZ4wtesuuq6f?si=b0d970dc39ca4da1&nd=1
spotify:track:74VR3AkGPhbYXnxcOYa16x,Strangers In The Night,Strangers In The Night (Expanded Edition),Frank Sinatra,72,1960,english,https://open.spotify.com/track/spotify:track:74VR3AkGPhbYXnxcOYa16x?si=b0d970dc39ca4da1&nd=1
spotify:track:1tqT6DhmsrtQgyCKUwotiw,I Heard It Through The Grapevine,In The Groove,Marvin Gaye,71,1960,english,https://open.spotify.com/track/spotify:track:1tqT6DhmsrtQgyCKUwotiw?si=b0d970dc39ca4da1&nd=1
spotify:track:1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,The Supremes A' Go-Go (Expanded Edition),The Supremes,71,1960,english,https://open.spotify.com/track/spotify:track:1OppEieGNdItZbE14gLBEv?si=b0d970dc39ca4da1&nd=1
spotify:track:72Z17vmmeQKAg8bptWvpVG,Space Oddity - 2015 Remaster,David Bowie (aka Space Oddity) [2015 Remaster],David Bowie,71,1960,english,https://open.spotify.com/track/spotify:track:72Z17vmmeQKAg8bptWvpVG?si=b0d970dc39ca4da1&nd=1
spotify:track:7BY005dacJkbO6EPiOh2wb,House Of The Rising Sun,The Animals,The Animals,71,1960,english,https://open.spotify.com/track/spotify:track:7BY005dacJkbO6EPiOh2wb?si=b0d970dc39ca4da1&nd=1
spotify:track:6RJK553YhstRzyKA4mug09,The Letter,The Letter/Neon Rainbow,The Box Tops,71,1960,english,https://open.spotify.com/track/spotify:track:6RJK553YhstRzyKA4mug09?si=b0d970dc39ca4da1&nd=1
spotify:track:0zGLlXbHlrAyBN1x6sY0rb,A Sunday Kind Of Love,At Last!,Etta James,71,1960,english,https://open.spotify.com/track/spotify:track:0zGLlXbHlrAyBN1x6sY0rb?si=b0d970dc39ca4da1&nd=1
spotify:track:6MTd61g9zq6CB1FnJydjEb,Sugar Sugar,Everything's Archie,The Archies,71,1960,english,https://open.spotify.com/track/spotify:track:6MTd61g9zq6CB1FnJydjEb?si=b0d970dc39ca4da1&nd=1
spotify:track:6PgVDY8GTkxF3GmhVGPzoB,"Hold On, I'm Comin'","Hold On, I'm Comin'",Sam & Dave,70,1960,english,https://open.spotify.com/track/spotify:track:6PgVDY8GTkxF3GmhVGPzoB?si=b0d970dc39ca4da1&nd=1
spotify:track:7DD7eSuYSC5xk2ArU62esN,Help! - Remastered 2009,Help! (Remastered),The Beatles,70,1960,english,https://open.spotify.com/track/spotify:track:7DD7eSuYSC5xk2ArU62esN?si=b0d970dc39ca4da1&nd=1
spotify:track:6YffUZJ2R06kyxyK6onezL,Ring of Fire,Ring Of Fire: The Best Of Johnny Cash,Johnny Cash,70,1960,english,https://open.spotify.com/track/spotify:track:6YffUZJ2R06kyxyK6onezL?si=b0d970dc39ca4da1&nd=1
